capCO2Air,capCO2Top,etaHeatCO2,uBlow,pBlow,aFlr,uExtCO2,phiExtCO2,uPad,phiPad,uThermalScreen,kThermalScreen,tAir,tTop,rhoMeanAir,g,rhoAirZero,rhoMean,L,SO,cD,cW,uRoof,uSide,aRoof,aSide,hSideRoof,tOut,tMeanAir,vWind,zetaInsectScreen,cLeakage,etaSide,etaSideThermal,uVentForced,phiVentForced,etaRoofThermal,etaRoof,hVent,mCH2O,P,R,cBuf,cMaxBuf,hElevation,mAir,RGas,sMV12,mWater,uFog,phiFog,HEC12,VPThermalScreen,VPOut,VPCoverInternal,VPMech,hAir,etaHeatVap,tBlow,hTop,cPAir,LAI,deltaH,gamma,rB,rSMin,sRS,cDayEvap3,cNightEvap3,cDayEvap4,cNightEvap4,rCanSP,rCan,cEvap1,cEvap2,etaMgPpm,VPCan,xPad,xOut,etaPad
4.7,0.4,0.057,0.5,500000,7800,0.2,43000,0,16.7,0.5,0.00025,296.15,290.15,1.219817914,9.81,1.2,,,,0.65,0.09,0.5,0.5,1800,0,3,297.05,293.15,2.9,1,0.0001,0.7,-1,0.5,0,0.9,1,0.97,0.030031,0.035,1.59,10000,20000,1470,28.96,83145,-0.1,18,0.5,1.39,1.86,1300,1300,600,1300,4.65,4.43E-08,316.15,1.99285714,1000,2.5,2450000,65.8,275,82,-1,0.00000061,0.00000011,0.0000043,0.0000052,5,5,4.3,0.54,0.001,1600,0,0.5,0
